10/3/2019,6:05:00,89.60,23.30,-2.00,0,23.13
10/3/2019,8:35:00,81.10,29.80,-2.00,25,25.25
10/3/2019,8:40:00,82.40,29.20,-2.00,24,25.19
10/3/2019,8:45:00,79.20,29.10,-2.00,24,25.19
10/3/2019,8:50:00,84.50,29.10,-2.00,23,25.19
10/3/2019,8:55:00,79.50,29.20,-2.00,23,25.25
10/3/2019,9:00:00,81.60,29.60,-2.00,22,25.25
10/3/2019,9:05:00,77.80,29.70,-2.00,22,25.25
10/3/2019,10:40:00,60.40,33.60,-2.00,0,34.69
10/3/2019,10:45:00,63.50,34.60,-2.00,0,40.06
10/3/2019,11:00:00,51.60,38.10,54612.50,34,27.31
10/3/2019,11:05:00,50.00,39.30,37265.00,33,26.94
10/3/2019,11:15:00,48.10,41.40,54612.50,32,27.00
10/3/2019,11:20:00,41.20,42.70,33915.00,32,27.06
10/3/2019,11:25:00,43.00,42.80,54612.50,32,27.13
10/3/2019,11:30:00,46.10,44.00,45564.16,32,27.19
10/3/2019,11:35:00,36.10,45.10,30220.00,32,27.31
10/3/2019,11:40:00,41.60,45.80,54612.50,31,27.50
10/3/2019,11:45:00,39.30,47.10,49601.66,32,27.63
10/3/2019,11:50:00,39.00,47.90,47505.00,31,27.94
10/3/2019,11:55:00,35.60,48.40,44268.33,31,28.44
10/3/2019,12:00:00,39.00,48.70,23325.83,31,28.88
10/3/2019,12:05:00,36.40,47.80,54612.50,31,29.25
10/3/2019,12:10:00,36.10,47.50,42135.00,31,29.50
10/3/2019,12:15:00,36.00,46.70,3120.00,31,29.75
10/3/2019,12:25:00,43.70,40.70,6715.00,32,28.94
10/3/2019,12:30:00,44.20,39.00,7355.00,32,28.69
10/3/2019,12:35:00,50.10,38.20,5526.67,32,28.50
10/3/2019,12:40:00,49.30,37.50,4975.83,32,28.38
10/3/2019,12:45:00,51.60,37.40,8874.17,32,28.31
10/3/2019,12:50:00,50.00,37.10,6775.00,32,28.31
10/3/2019,12:55:00,55.10,36.70,37907.50,32,28.13
10/3/2019,13:00:00,52.80,36.40,10465.00,32,28.13
10/3/2019,13:05:00,51.30,36.40,14736.67,32,28.13
10/3/2019,13:10:00,50.60,36.80,11051.67,32,28.13
10/3/2019,13:15:00,52.70,36.30,10250.00,32,28.13
10/3/2019,13:20:00,52.30,35.90,3767.50,32,28.00
10/3/2019,13:25:00,51.60,35.20,4535.00,32,27.94
10/3/2019,13:30:00,54.50,34.70,5994.17,32,27.88
10/3/2019,13:35:00,54.70,34.60,4553.33,32,27.81
10/3/2019,13:40:00,55.30,33.80,2406.67,32,27.75
10/3/2019,13:45:00,56.40,33.00,2189.17,32,27.56
10/3/2019,13:55:00,61.20,31.80,1889.17,33,27.38
10/3/2019,14:00:00,62.60,31.30,1794.17,33,27.31
10/3/2019,14:05:00,64.20,31.10,662.50,33,27.25
10/3/2019,14:10:00,66.50,30.70,490.83,33,27.19
10/3/2019,14:15:00,68.30,30.40,489.17,33,27.06
10/3/2019,14:20:00,68.30,30.10,684.17,33,27.00
10/3/2019,14:25:00,69.60,29.90,1076.67,33,27.00
10/3/2019,14:30:00,70.60,29.80,1301.67,33,26.94
10/3/2019,14:35:00,71.90,29.60,1017.50,33,26.88
10/3/2019,14:40:00,72.60,29.60,1557.50,33,26.88
10/3/2019,14:45:00,74.20,29.40,1630.83,33,26.81
10/3/2019,14:50:00,75.90,29.30,1333.33,33,26.81
10/3/2019,14:55:00,74.40,29.10,1004.17,33,26.75
10/3/2019,15:00:00,77.70,28.90,719.17,33,26.75
10/3/2019,15:05:00,76.90,28.80,640.00,33,26.69
10/3/2019,15:10:00,77.00,28.60,1068.33,33,26.63
10/3/2019,15:15:00,77.90,28.50,1279.17,33,26.63
10/3/2019,15:20:00,78.20,28.50,1238.33,33,26.56
10/3/2019,15:25:00,78.70,28.40,1163.33,33,26.56
10/3/2019,15:30:00,79.00,28.40,971.67,33,26.56
10/3/2019,15:35:00,80.90,28.30,695.00,33,26.50
10/3/2019,15:40:00,80.70,28.00,349.17,33,26.50
10/3/2019,15:45:00,81.60,27.90,525.83,33,26.44
10/3/2019,15:50:00,81.70,27.70,845.83,33,26.44
10/3/2019,15:55:00,82.10,27.60,630.00,33,26.38
10/3/2019,16:00:00,82.40,27.50,540.83,33,26.38
